Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	metachromatic leukodystrophy	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sandhoff disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m5926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5951	0.111111111111111	0.1	0.166666666666667	0	0	0	0	0	0	0.125	0	0.125	0.142857142857143	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m5952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5971	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m5972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
